A_COMMENTS,CAPTION,CARDINALITY,CREATION_DATE,HINT,LAST_UPDATE,RELATION,SOURCE_CLASS,SOURCE_CLASS_CAPTION,TARGET_CLASS
The business function operations required to provide the solution business service.,Business Service Operations,N/N,12/15/2021 15:39,The business function operations required to provide the solution business service.,6/26/2024 12:59,Operations,SolutionBusinessService,Solution Business Service,Operation
The business function referenced by the framework group.,Business Function,1/N,12/15/2021 15:39,The business function referenced by the framework group.,6/26/2024 12:59,BusinessFunction,FrameworkGroup,Framework Group,ALFA_GUIDEF
The business function that is targeted by the business capability indicator.,Object,1/N,12/15/2021 15:39,The business function that is targeted by the business capability indicator.,6/26/2024 12:59,Object,CapabilityIndicator,Capability Indicator,BusinessFunction
The business function that the business function operation is assigned to.,Business Function,1/N,12/15/2021 15:39,The business function that the business function operation is assigned to.,6/26/2024 12:59,BusinessFunction,Operation,Business Function Operation,BusinessFunction
The business function that the business service references. Whether a business function may have only one unique business service or multiple business services defined for it is configured in the XML object SolutionOptions.,Business Function,1/N,12/15/2021 15:39,The business function that the business service references.,6/6/2025 17:04,Function,BusinessService,Application Service,BusinessFunction
The business function that the solution business service references.,Business Function,1/N,12/15/2021 15:39,The business function that the solution business service references.,6/26/2024 12:59,Function,SolutionBusinessService,Solution Business Service,BusinessFunction
"The business function, business service, or business object that the activity leverages.",Subordinate Business Function/Service/Object,N/N,12/15/2021 15:39,"The business function, business service, or business object that the activity leverages.",11/25/2024 10:57,ConsistsOf,BFActivity,Activity,BusinessObject
"The business function, business service, or business object that the activity leverages.",Subordinate Business Function/Service/Object,N/N,12/15/2021 15:39,"The business function, business service, or business object that the activity leverages.",6/6/2025 17:04,ConsistsOf,BFActivity,Activity,BusinessService
"The business function, business service, or business object that the activity leverages.",Subordinate Business Function/Service/Object,N/N,12/15/2021 15:39,"The business function, business service, or business object that the activity leverages.",6/26/2024 12:59,ConsistsOf,BFActivity,Activity,BusinessFunction
The business functions bundled by the functional module.,Business Functions,N/N,12/15/2021 15:39,The business functions bundled by the functional module.,6/26/2024 12:59,BusinessFunctions,FunctionalModule,Functional Module,BusinessFunction
The business functions bundled by the solution functional module.,Business Functions,N/N,12/15/2021 15:39,The business functions bundled by the solution functional module.,6/26/2024 12:59,BusinessFunctions,SolutionFunctionalModule,Solution Functional Module,BusinessFunction
The business object category that the business object is assigned to.,Business Object Category,1/N,12/15/2021 15:39,The business object category that the business object is assigned to.,11/28/2024 8:09,Category,BusinessObject,Business Object,BusinessObjectCategory
The business object referenced by the business data attribute.,Referenced Business Object,1/N,12/15/2021 15:39,The business object referenced by the business data attribute.,6/26/2024 12:59,Reference,BusinessDataAttribute,Business Data Attribute,BusinessData
The business object referenced by the business data attribute.,Referenced Business Object,1/N,12/15/2021 15:39,The business object referenced by the business data attribute.,11/25/2024 10:57,Reference,BusinessDataAttribute,Business Data Attribute,BusinessObject
The business object that expresses the parameter that feeds into a business function operation or is returned from a business function operation,Business Object,1/N,12/15/2021 15:39,The business object that expresses the parameter that feeds into a business function operation or is returned from a business function operation,11/25/2024 10:57,BusinessObject,OperationParameter,Operation Parameter,BusinessObject
The business object that the solution business data is associated with.,Type,1/N,12/15/2021 15:39,The business object that the solution business data is associated with.,11/25/2024 10:57,Type,SolutionBusinessData,Solution Business Data,BusinessObject
The business objects assigned to the business object category.,Business Objects,N/1,12/15/2021 15:39,The business objects assigned to the business object category.,11/28/2024 8:09,BusinessObjects,BusinessObjectCategory,Business Object Category,BusinessObject
The business objects that are transferred by the solution building block information flow.,Transferred Business Objects,N/N,12/15/2021 15:39,The business objects that are transferred by the solution building block information flow.,11/25/2024 10:57,BusinessObjects,SBBInformationFlow,Solution Building Block Information Flow,BusinessObject
